None,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,lat,lat,lat,lat,lon,lon,lon,lon,File,File,File,File,projectID,projectID,projectID,projectID
1571,Lysebotn,Lysebotn,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,229.16,264.0,,,,,,,59.55,,,,5.9666667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26343],50WP00000000437X,,
1572,Mageli,Mageli,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,33.0,43.2,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26578],50WP00000000482S,,
1573,Magisano,Magisano,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,39.0,75.0,,,,,,,39.01339,,,,16.6279,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26590],26WIMPISIMERI-15,,
1574,Malga boazzo,Boazzo,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,81.6,95.0,,,,,,,45.947196,,,,10.62107,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26805],26WIMYI-S04BZZOB,,
1575,Malga ciapela,Malga ciapela,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,19.8,20.0,,,,,,,46.43392,,,,11.976792,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26806],26WIMPI-S05MCPLT,,
1576,Mallero,Mallero,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,20.0,16.0,,,,,,,46.168995,,,,9.869149,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26820],26WIMPI-S03MILLT,,
1577,Malpensa airport,Malpensa,,,Natural Gas,Natural Gas,,,,,,,CHP,,,,Italy,Italy,,,88.0,80.0,,,,,,,45.6112756156,,,,8.84914398193,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26835],26WIMPI-S03SMLPC,,
1578,Malset,Malset,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,20.0,23.5,,,,,,,60.9833333,,,,6.5166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26837],50WP00000000483Q,,
1579,Malvizzo,Monte malvizzo,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,16.15,16.0,,,,,,,37.29354,,,,13.793563,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26853],26WIMPI-S19MMENO,,
1580,Mandela,Mandela,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,8.5,5.0,,,,,,,42.025524,,,,12.996287,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26932],26WIMPI-S12GFRR3,,
1581,Mantelera,Mantelera,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,9.0,9.0,,,,,,,45.929593,,,,10.308663,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65137],26WIMPI-M03IMSLN,,
1582,Marco cavoti,Marco,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,26.2,14.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[38409],26WIMPI-S06SMNRL,,
1583,Marconi orte,Orte,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,20.0,18.0,,,,,,,42.517131,,,,12.523069,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[57729],26WIMPI-S10AOCRH,,
1584,Marghera azotati,Azotati,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Italy,Italy,,,264.2,236.0,,,,,,,45.4511111,,,,12.2238889,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27201],26WIMPI-S05AZTT6,,
1585,Margonin,Farma wiatrowa margonin,,,Wind,Wind,,,,,,,PP,PP,,,Poland,Poland,,,120.0,120.0,,,,,,,52.9733508909,,,,17.0946407318,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[57697],19W0000000001276,,
1586,Marlengo,Marlengo,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,43.744,38.0,,,,,,,46.6526177154,,,,11.1454582214,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27301],26WIMPI-S04MRLNK,,
1587,Marrocco,Serra marrocco,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,46.75,46.0,,,,,,,37.747452,,,,14.397271,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[40653],26WIMPI-S19SMCRT,,
1588,Martin,Pont st. martin,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,45.0,45.0,,,,,,,45.595361,,,,7.794514,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[35185],26WIMPI-S02PNSME,,
1589,Masino,Masino,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,7.3,7.0,,,,,,,46.164292,,,,9.644944,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65598],26WIMPI-S03MSNA5,,
1590,Matese,Matese,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,42.2,24.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[27531, 65540]",26WIMPI-S15M1TS3,,
1591,Mathi canavese,Canavese,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Italy,Italy,,,13.26,15.0,,,,,,,45.25515,,,,7.542015,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27535],26WIMPI-S03CNVSF,,
1592,Matre,Matre,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,217.8,274.9,,,,,,,60.79887,,,,5.30418,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27562],50WP00000000447U,,
1593,Maudal,Maudal,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,25.0,28.7,,,,,,,58.7666667,,,,6.35,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27619],50WP000000004504,,
1594,Mauranger,Mauranger,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,250.0,307.1,,,,,,,59.9833333,,,,6.0166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27629],50WP000000004512,,
1595,Mauro,Mauro,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,7.5,8.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[39303],26WIMPI-S01SMNRE,,
1596,Mazzunno,Mazzunno,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,11.3,10.0,,,,,,,45.89139,,,,10.147761,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27701],26WIMPI-S03ATMN1,,
1597,Meduno,Meduno,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,9.12,10.0,,,,,,,46.2180556,,,,12.7980556,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27851],26WIMPI-S06MDNU7,,
1598,Meirama,Meirama,,,Hard Coal,Coal,,,,,,,PP,,,,Spain,Spain,,,553.0,557.2,,,,,,,43.0765369612,,,,-8.40900421143,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27916],18WMEI1-12345-0I,,
1599,Mel,Mel,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,50.0,60.0,,,,,,,61.0833333,,,,6.8333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27945],50WP00000000453Z,,
1600,Melkefoss,Melkefoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,22.9,26.0,,,,,,,69.4,,,,29.7833333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27972],50WP00000000455V,,
1601,Meraker,Meraker,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,87.0,108.0,,,,,,,63.41406,,,,11.74298,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[28063],50WP00000000457R,,
1602,Mese,Mese,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,151.2,164.0,,,,,,,46.306294,,,,9.382335,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[28163],26WIMPI-S03XMCMK,,
1603,Mesna,Mesna,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,37.5,42.0,,,,,,,61.11514,,,,10.46628,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[28168],50WP00000000458P,,
1604,Midskog,Midskog,,,Hydro,Hydro,,,,,,,PP,PP,,,Sweden,Sweden,,,144.0,155.0,,,,,,,63.1666667,,,,15.6,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[28366],46WPU0000000048H,,
1605,Midtre tessa,Midtre tessa,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,7.0,9.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[28367],50WP00000000463W,,
1606,Milazzo,Milazzo,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Italy,Italy,,,165.68,152.0,,,,,,,38.221166,,,,15.238283,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[28443, 28444]",26WIMPI-S19TMRC9,,
1607,Militello,Mineo militello,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,15.3,24.0,,,,,,,38.046159,,,,14.676473,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[51471],26WIMPI-S19MCNL4,,
1608,Minervino,Minervino murge,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,32.0,18.0,,,,,,,41.084328,,,,16.078368,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[28580],26WIMPI-S16MANRI,,
1609,Minnervino murge,Murge,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,18.0,15.0,,,,,,,41.084328,,,,16.078368,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[59398],26WIMPI-S16MDCR2,,
1610,Moflat,Moflat,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,29.0,33.0,,,,,,,59.55,,,,9.25,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[28918],50WP00000000469K,,
1611,Moline vicoforte,Moline,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,24.74,19.0,,,,,,,46.058609,,,,11.786595,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[28992],26WIMPI-S05MLNOU,,
1612,Monastero,Monastero,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,56.0,56.0,,,,,,,46.171791,,,,9.430139,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29043],26WIMPI-S03MNST9,,
1613,Montalto castro sunray,Montalto,,,Solar,Solar,,,,,,,PP,PP,,,Italy,Italy,,,24.0,23.0,,,,,,,42.35042,,,,11.606952,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[62498],26WIMPI-S12MNT2M,,
1614,Montarone,Montarone,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,15.55,11.0,,,,,,,41.774129,,,,14.260418,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[62079],26WIMPI-S14M2NTL,,
1615,Montecalvello,Montecalvello,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,41.4,41.0,,,,,,,43.096743,,,,12.382858,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[63519],26WIMPI-S16MCNT6,,
1616,Montecute,Monte cute,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,42.0,44.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29204],26WIMPI-S17PEMCE,,
1617,Montefalcone ivpc,Ivpc montefalcone,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,25.8,30.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29206],26WIMPI-S15IMVPD,,
1618,Montelungo,Montelungo,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,35.2,32.0,,,,,,,41.405919,,,,13.985517,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29216],26WIMYI-S15MNTNB,,
1619,Monticelli,Monticelli,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,12.0,12.0,,,,,,,41.372427,,,,15.096142,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29267],26WIMPI-M16FERTW,,
1620,Montjovet,Montjovet,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,50.0,50.0,,,,,,,45.707963,,,,7.67411,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29276],26WIMPI-S02MNTJW,,
1621,Montorio,Montorio,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,110.1,110.0,,,,,,,42.583142,,,,13.638293,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29283],26WIMPI-S13MNTR3,,
1622,Moralets,Moralet,,,Hydro,Hydro,,,,,,,PP,PP,,,Spain,Spain,,,221.4,219.1,,,,,,,42.4654490846,,,,0.694198608398,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29341],18WMLTG-12345-0X,,
1623,Morasco,Ponte morasco,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,74.61,92.0,,,,,,,46.376886,,,,8.425713,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[65711, 65719]",26WIMPI-PONTE-10,,
1624,Morino,Morino,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,11.5,11.0,,,,,,,41.864425,,,,13.456999,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65532],26WIMPI-S13MRNOB,,
1625,Morre,Morre,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,13.7,16.0,,,,,,,63.966667,,,,10.2,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29408],50WP00000000471X,,
1626,Mosvik,Mosvik,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,37.0,46.0,,,,,,,63.8177,,,,11.00581,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29508],50WP00000000475P,,
1627,Mucone,Mucone,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,54.0,54.0,,,,,,,39.446096,,,,16.288292,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65524],26WIMPI-S18M2CN5,,
1628,Mucone,Mucone,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,101.44,101.0,,,,,,,39.492898,,,,16.383794,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[29722],26WIMPI-S18M1CN9,,
1629,Muschioso,Muschioso,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,8.5,8.0,,,,,,,44.295555,,,,10.570198,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65557],26WIMPI-S08MSCHV,,
1630,Mydalen,Mydalen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,6.8,8.0,,,,,,,59.600748034,,,,8.65010261536,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30052],50WP00000000477L,,
1631,Mykstufoss,Mykstufoss,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,48.0,72.0,,,,,,,59.98431,,,,9.29644,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30055],50WP00000000478J,,
1632,Myra,Myra,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,3.15,4.0,,,,,,,60.3333333,,,,5.2,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30071],50WP00000000479H,,
1633,Myster,Myster,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,107.0,125.0,,,,,,,60.4833333,,,,5.7333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30082],50WP00000000480W,,
1634,Naddvik,Naddvik,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,100.0,118.0,,,,,,,61.2,,,,7.6166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30131],50WP00000000488G,,
1635,Naistenlahti,Naistenlahti,,,Natural Gas,Natural Gas,,,,,,,CHP,,,,Finland,Finland,,,195.9,129.0,,,,,,,61.4991132141,,,,23.7871170044,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30232],44W-T-YT-000007E,,
1636,Namforsen,Nämforsen,,,Hydro,Hydro,,,,,,,PP,PP,,,Sweden,Sweden,,,113.0,113.0,,,,,,,63.4333333,,,,16.9,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30345],46WPU0000000046L,,
1637,Narbone,Monte narbone,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,20.4,20.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30483],26WIMPI-S19MNENK,,
1638,Naturno,Naturno,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,220.58,175.0,,,,,,,46.648717,,,,11.005066,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30636],26WIMPI-S04NATRE,,
1639,Nazzano,Nazzano,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,17.01,20.0,,,,,,,42.231126,,,,12.596275,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30686],26WIMPI-S12NZZNK,,
1640,Nea,Nea,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,242.9,259.8,,,,,,,63.21666685,,,,11.03333315,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[30706, 30744]",50WP00000000494L,,
1641,Nedalsfoss,Nedalsfoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,26.0,28.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30737],50WP00000000497F,,
1642,Nedre rossaga,Nedre rossaga,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,250.0,378.4,,,,,,,68.5333333,,,,15.2166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30745],50WP00000000498D,,
1643,Nedre svultingen,Nedre svultingen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,8.0,11.0,,,,,,,61.17109,,,,5.29603,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30746],50WP00000000501D,,
1644,Nedre tessa,Nedre tessa,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,19.7,24.5,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30747],50WP00000000502B,,
1645,Nedre vinstra,Nedre vinstra,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,275.0,342.5,,,,,,,61.6,,,,9.75,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30748],50WP000000005039,,
1646,Nedrefoss,Nedrefoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,3.6,4.0,,,,,,,60.1833333,,,,6.1,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[57750],50WP000000005055,,
1647,Nembia,Nembia,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,13.5,14.0,,,,,,,46.076602,,,,10.908474,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[30801],26WIMPI-S04NMBE9,,
